KO_name,KO_type,KO_equipment,KO_target,ZH_name,ZH_type,ZH_equipment,ZH_target,EN_name,EN_type,EN_equipment,EN_target
누워서 덤벨 들어올리기,근력/근지구력,프리웨이트,성인,仰卧举哑铃,肌力/肌耐力,自由重量,成年人,Dumbbell Press,Muscle Strength/Muscular Endurance,Free Weights,Adults
몸통 옆으로 굽히기,근력/근지구력,프리웨이트,성인,侧身弯曲,肌力/肌耐力,自由重量,成年人,Side Bend,Muscle Strength/Muscular Endurance,Free Weights,Adults
고정한 상태에서 덤벨 들고 팔꿈치 굽히기,근력/근지구력,프리웨이트,성인,固定状态下哑铃弯举,肌力/肌耐力,自由重量,成年人,Dumbbell Elbow Flexion in a Fixed Position,Muscle Strength/Muscular Endurance,Free Weights,Adults
누워서 머리 위로 팔꿈치 펴기 ,근력/근지구력,프리웨이트,성인,仰卧下哑铃伸肘,肌力/肌耐力,自由重量,成年人,Supine Dumbbell Triceps Extension,Muscle Strength/Muscular Endurance,Free Weights,Adults
허리 굽혀 덤벨 뒤로 들기,근력/근지구력,프리웨이트,성인,弯腰后举哑铃,肌力/肌耐力,自由重量,成年人,Bent-over Dumbbell Rear Delt Raise,Muscle Strength/Muscular Endurance,Free Weights,Adults
앉아서 팔꿈치 굽히기/펴기 ,근력/근지구력,보슈볼,성인,坐姿弯举/伸展,肌力/肌耐力,稳定球,成年人,Seated Biceps Curl/Triceps Extension,Muscle Strength/Muscular Endurance,Bosu Ball,Adults
매달려서 뒤로 팔굽혀 펴기,근력/근지구력,프리웨이트,성인,悬垂俯卧撑,肌力/肌耐力,自由重量,成年人,Hanging Back Extension,Muscle Strength/Muscular Endurance,Free Weights,Adults
누워서 덤벨 모아들기,근력/근지구력,프리웨이트,성인,仰卧举哑铃,肌力/肌耐力,自由重量,成年人,Supine Dumbbell Chest Press,Muscle Strength/Muscular Endurance,Free Weights,Adults
앉았다 일어서기,근력/근지구력,프리웨이트,성인,坐起站立,肌力/肌耐力,自由重量,成年人,Sit-to-Stand,Muscle Strength/Muscular Endurance,Free Weights,Adults
턱걸이,근력/근지구력,프리웨이트,성인,引体向上,肌力/肌耐力,自由重量,成年人,Pull-up,Muscle Strength/Muscular Endurance,Free Weights,Adults
한발 앞으로 내밀고 앉았다 일어서기,근력/근지구력,프리웨이트,성인,单脚弓步起立,肌力/肌耐力,自由重量,成年人,Single-Leg Forward Lunge,Muscle Strength/Muscular Endurance,Free Weights,Adults
바벨들어올리기,근력/근지구력,프리웨이트,성인,杠铃举重,肌力/肌耐力,自由重量,成年人,Barbell Lift,Muscle Strength/Muscular Endurance,Free Weights,Adults
바벨 끌어당기기,근력/근지구력,프리웨이트,성인,杠铃划船,肌力/肌耐力,自由重量,成年人,Barbell Row,Muscle Strength/Muscular Endurance,Free Weights,Adults
앉아서 위로 밀기,근력/근지구력,웨이트기계,성인,坐姿推举,肌力/肌耐力,杠铃器械,成年人,Seated Press,Muscle Strength/Muscular Endurance,Weight Machine,Adults
원판던지기,근력/근지구력,프리웨이트,성인,扔盘子,肌力/肌耐力,自由重量,成年人,Plate Throw,Muscle Strength/Muscular Endurance,Free Weights,Adults
허리 굽혀 덤벨 들기,근력/근지구력,프리웨이트,성인,弯腰举哑铃,肌力/肌耐力,自由重量,成年人,Dumbbell Bent-over Row,Muscle Strength/Muscular Endurance,Free Weights,Adults
매달려서 다리 들기,근력/근지구력,프리웨이트,성인,悬垂抬腿,肌力/肌耐力,自由重量,成年人,Hanging Leg Raise,Muscle Strength/Muscular Endurance,Free Weights,Adults
파워클린,근력/근지구력,프리웨이트,성인,力量挺举,肌力/肌耐力,自由重量,成年人,Power Clean,Muscle Strength/Muscular Endurance,Free Weights,Adults
앉아서 모으기,근력/근지구력,웨이트기계,성인,坐姿合拢,肌力/肌耐力,杠铃器械,成年人,Seated Crunch,Muscle Strength/Muscular Endurance,Weight Machine,Adults
서서 어깨  들어올리기,근력/근지구력,프리웨이트,성인,站姿提肩,肌力/肌耐力,自由重量,成年人,Standing Shoulder Raise,Muscle Strength/Muscular Endurance,Free Weights,Adults
앉아서 당겨 내리기,근력/근지구력,웨이트기계,성인,坐姿下拉,肌力/肌耐力,杠铃器械,成年人,Seated Lat Pulldown,Muscle Strength/Muscular Endurance,Weight Machine,Adults
뒤꿈치 들기,근력/근지구력,웨이트기계,성인,后臂举起,肌力/肌耐力,杠铃器械,成年人,Tricep Extension,Muscle Strength/Muscular Endurance,Weight Machine,Adults
앉아서 밀기,근력/근지구력,웨이트기계,성인,坐姿推举,肌力/肌耐力,杠铃器械,成年人,Seated Chest Press,Muscle Strength/Muscular Endurance,Weight Machine,Adults
앉아서 뒤로 당기기,근력/근지구력,웨이트기계,성인,坐姿划船,肌力/肌耐力,杠铃器械,成年人,Seated Row,Muscle Strength/Muscular Endurance,Weight Machine,Adults
앉아서 다리 굽히기,근력/근지구력,웨이트기계,성인,坐姿腿屈伸,肌力/肌耐力,杠铃器械,成年人,Seated Leg Curl,Muscle Strength/Muscular Endurance,Weight Machine,Adults
누워서 밀기,근력/근지구력,웨이트기계,성인,仰卧推举,肌力/肌耐力,杠铃器械,成年人,Bench Press,Muscle Strength/Muscular Endurance,Weight Machine,Adults
몸통 들어올리기,근력/근지구력,웨이트기계,성인,仰卧起坐,肌力/肌耐力,杠铃器械,成年人,Sit-up,Muscle Strength/Muscular Endurance,Weight Machine,Adults
앉아서 다리 모으기,근력/근지구력,웨이트기계,성인,坐姿腿收缩,肌力/肌耐力,杠铃器械,成年人,Seated Leg Press,Muscle Strength/Muscular Endurance,Weight Machine,Adults
앉아서 다리 벌리기,근력/근지구력,웨이트기계,성인,坐姿腿外展,肌力/肌耐力,杠铃器械,成年人,Seated Leg Abduction,Muscle Strength/Muscular Endurance,Weight Machine,Adults
앉아서 몸통 움츠리기,근력/근지구력,웨이트기계,성인,坐姿躯干屈伸,肌力/肌耐力,杠铃器械,成年人,Seated Torso Flexion,Muscle Strength/Muscular Endurance,Weight Machine,Adults
비스듬히 누워서 밀기,근력/근지구력,웨이트기계,성인,仰卧斜板推举,肌力/肌耐力,杠铃器械,成年人,Incline Bench Press,Muscle Strength/Muscular Endurance,Weight Machine,Adults
거꾸로 누워서 밀기,근력/근지구력,웨이트기계,성인,仰卧推举,肌力/肌耐力,杠铃器械,成年人,Bench Press (Supine),Muscle Strength/Muscular Endurance,Weight Machine,Adults
계단 올라갔다 내려오기,심폐지구력,맨몸,성인,上下楼梯,心肺耐力,无,成年人,Stair Climbing,Cardiovascular Endurance,Bodyweight,Adults
줄넘기,심폐지구력,줄넘기,성인,跳绳,心肺耐力,跳绳,成年人,Jump Rope,Cardiovascular Endurance,Jump Rope,Adults
수영,심폐지구력,수중운동,성인,游泳,心肺耐力,水中运动,成年人,Swimming,Cardiovascular Endurance,Aquatic Exercise,Adults
앉아서 다리 밀기,근력/근지구력,웨이트기계,성인,坐姿腿部推举,肌力/肌耐力,杠铃设备,成年人,Seated Leg Press,Muscle Strength/Muscular Endurance,Weight Machine,Adults
계단 뛰어 오르기,심폐지구력,수중운동,성인,登楼梯,心肺耐力,无,成年人,Stair Climbing,Cardiovascular Endurance,None,Adults
앉아서 다리 펴기,근력/근지구력,웨이트기계,성인,坐姿腿部伸展,肌力/肌耐力,杠铃设备,成年人,Seated Leg Extension,Muscle Strength/Muscular Endurance,Weight Machine,Adults
옆구리늘리기,심폐지구력,수중운동,성인,侧躺侧腰练习,心肺耐力,水中运动,成年人,Side-Lying Lateral Exercises,Cardiovascular Endurance,Aquatic Exercise,Adults
물누르기/올리기,심폐지구력,수중운동,성인,推举/举起水,心肺耐力,水中运动,成年人,Pressing/Lifting Water,Cardiovascular Endurance,Aquatic Exercise,Adults
발 닿기,심폐지구력,수중운동,성인,脚触地,心肺耐力,水中运动,成年人,Touching Toes,Cardiovascular Endurance,Aquatic Exercise,Adults
몸 기울이기/회전하기,심폐지구력,수중운동,성인,身体倾斜/旋转,心肺耐力,水中运动,成年人,Tilting/Rotating Body,Cardiovascular Endurance,Aquatic Exercise,Adults
엉덩관절 회전하기,심폐지구력,수중운동,성인,髋关节旋转,心肺耐力,水中运动,成年人,Hip Joint Rotation,Cardiovascular Endurance,Aquatic Exercise,Adults
물당기기/밀기,심폐지구력,수중운동,성인,拉/推水,心肺耐力,水中运动,成年人,Pulling/Pushing Water,Cardiovascular Endurance,Aquatic Exercise,Adults
달리기,심폐지구력,맨몸,성인,跑步,心肺耐力,无,成年人,Running,Cardiovascular Endurance,None,Adults
실내 자전거타기,심폐지구력,자전거,성인,室内骑自行车,心肺耐力,自行车,成年人,Indoor Cycling,Cardiovascular Endurance,Bicycle,Adults
트레드밀에서 걷기,심폐지구력,자전거,성인,跑步机步行,心肺耐力,跑步机,成年人,Treadmill Walking,Cardiovascular Endurance,Treadmill,Adults
걷기,심폐지구력,맨몸,성인,步行,心肺耐力,无,成年人,Walking,Cardiovascular Endurance,None,Adults
실외 자전거타기,심폐지구력,자전거,성인,室外骑自行车,心肺耐力,自行车,成年人,Outdoor Cycling,Cardiovascular Endurance,Bicycle,Adults
고혈압환자_순환식 근력운동 프로그램,근력/근지구력,다양한 운동 도구,성인,高血压患者_循环力量训练程序,肌力/肌耐力,各种运动器材,成年人,Hypertension Patient_Circuit Strength Training Program,Muscle Strength/Muscular Endurance,Various Exercise Equipment,Adults
치매를 위한 스트레칭(의자),유연성,의자,성인,针对痴呆症的拉伸（椅子）,柔韧性,椅子,成年人,Stretching for Dementia (Chair),Flexibility,Chair,Adults
스텝박스 오르내리기,심폐지구력,스텝박스,성인,踏步箱上下,心肺耐力,踏步箱,成年人,Step Box Up and Down,Cardiovascular Endurance,Step Box,Adults
윗몸올리기,근력/근지구력,맨몸,성인,仰卧起坐,肌力/肌耐力,无,成年人,Sit-ups,Muscle Strength/Muscular Endurance,None,Adults
앉아서 팔꿈치 굽히기/펴기,근력/근지구력,보슈볼,성인,坐姿弯举/伸展,肌力/肌耐力,稳定球,成年人,Seated Biceps Curl/Triceps Extension,Muscle Strength/Muscular Endurance,Bosu Ball,Adults
탄력밴드 어깨 가쪽 돌림,근력/근지구력,탄력밴드,성인,用弹力带进行肩部外旋,肌肉力量/耐力,弹力带,成年人,Shoulder External Rotation with Resistance Band,Muscular Strength/Endurance,Resistance Band,Adults
누워서 수직으로 다리 들어올리기,근력/근지구력,맨몸,성인,仰卧抬腿,肌力/肌耐力,无,成年人,Supine Leg Raises,Muscle Strength/Muscular Endurance,None,Adults
누워서 수직으로 다리 들어올리기,근력/근지구력,맨몸,성인,仰卧抬腿,肌力/肌耐力,无,成年人,Supine Leg Raises,Muscle Strength/Muscular Endurance,None,Adults
좌식생활자를 위한 동적 루틴 스트레칭,유연성,맨몸,성인,为久坐者设计的动态伸展,柔韧性,无,成年人,Dynamic Stretching Routine for Sedentary Individuals,Flexibility,None,Adults
누워서 머리 위로 팔꿈치 펴기,근력/근지구력,프리웨이트,성인,仰卧下哑铃伸肘,肌力/肌耐力,自由重量,成年人,Supine Dumbbell Triceps Extension,Muscle Strength/Muscular Endurance,Free Weights,Adults
